team_name,team_code,player_name,shirt_number,position,club,fifa_player_id
Scotland,SCO,Scott Mckenna,26,DF,,442431
Senegal,SEN,Yehvann Diouf,1,GK,,494277
Senegal,SEN,Mamadou Sarr,2,DF,,499800
Senegal,SEN,Kalidou Koulibaly,3,DF,,339820
Senegal,SEN,Abdoulaye Seck,4,DF,,370171
Senegal,SEN,Idrissa Gana Gueye,5,MF,,332314
Senegal,SEN,Pathe Ciss,6,MF,,448825
Senegal,SEN,Assane Diao,7,FW,,484698
Senegal,SEN,Lamine Camara,8,MF,,464842
Senegal,SEN,Bamba Dieng,9,FW,,418781
Senegal,SEN,Sadio Mane,10,FW,,353790
Senegal,SEN,Nicolas Jackson,11,FW,,418795
Senegal,SEN,Cherif Ndiaye,12,FW,,486168
Senegal,SEN,Iliman Ndiaye,13,FW,,448815
Senegal,SEN,Ismail Jakobs,14,DF,,430671
Senegal,SEN,Krepin Diatta,15,DF,,403642
Senegal,SEN,Edouard Mendy,16,GK,,433806
Senegal,SEN,Pape Matar Sarr,17,MF,,418798
Senegal,SEN,Ismaila Sarr,18,FW,,401889
Senegal,SEN,Moussa Niakhate,19,DF,,430690
Senegal,SEN,Ibrahim Mbaye,20,FW,,496358
Senegal,SEN,Habib Diarra,21,MF,,486130
Senegal,SEN,Bara Sapoko Ndiaye,22,MF,,523354
Senegal,SEN,Mory Diaw,23,GK,,448821
Senegal,SEN,Antoine Mendy,24,DF,,494279
Senegal,SEN,El Hadji Malick Diouf,25,DF,,464865
Senegal,SEN,Pape Gueye,26,MF,,431788
Switzerland,SUI,Gregor Kobel,1,GK,,448107
Switzerland,SUI,Miro Muheim,2,DF,,493221
Switzerland,SUI,Silvan Widmer,3,DF,,356412
Switzerland,SUI,Nico Elvedi,4,DF,,398509
Switzerland,SUI,Manuel Akanji,5,DF,,405178
Switzerland,SUI,Denis Zakaria,6,MF,,401448
Switzerland,SUI,Breel Embolo,7,FW,,393480
Switzerland,SUI,Remo Freuler,8,MF,,402021
Switzerland,SUI,Johan Manzambi,9,MF,,502727
Switzerland,SUI,Granit Xhaka,10,MF,,311558
Switzerland,SUI,Dan Ndoye,11,FW,,448114
Switzerland,SUI,Yvon Mvogo,12,GK,,402022
Switzerland,SUI,Ricardo Rodriguez,13,DF,,313559
Switzerland,SUI,Ardon Jashari,14,MF,,448120
Switzerland,SUI,Djibril Sow,15,MF,,411226
Switzerland,SUI,Christian Fassnacht,16,FW,,448124
Switzerland,SUI,Ruben Vargas,17,FW,,448131
Switzerland,SUI,Eray Coemert,18,DF,,448136
Switzerland,SUI,Noah Okafor,19,FW,,448127
Switzerland,SUI,Michel Aebischer,20,MF,,433147
Switzerland,SUI,Marvin Keller,21,GK,,484862
Switzerland,SUI,Fabian Rieder,22,MF,,448103
Switzerland,SUI,Zeki Amdouni,23,FW,,448112
Switzerland,SUI,Aurele Amenda,24,DF,,484864
Switzerland,SUI,Luca Jaquez,25,DF,,510908
Switzerland,SUI,Cedric Itten,26,FW,,448104
Sweden,SWE,Jacob Widell Zetterstrom,1,GK,,489685
Sweden,SWE,Gustaf Lagerbielke,2,DF,,483304
Sweden,SWE,Victor Lindelof,3,DF,,395283
Sweden,SWE,Isak Hien,4,DF,,483312
Sweden,SWE,Gabriel Gudmundsson,5,DF,,483276
Sweden,SWE,Herman Johansson,6,DF,,514639
Sweden,SWE,Lucas Bergvall,7,MF,,489689
Sweden,SWE,Daniel Svensson,8,DF,,491255
Sweden,SWE,Alexander Isak,9,FW,,430150
Sweden,SWE,Benjamin Nygren,10,MF,,502946
Sweden,SWE,Anthony Elanga,11,FW,,441137
Sweden,SWE,Viktor Johansson,12,GK,,483264
Sweden,SWE,Ken Sema,13,MF,,395286
Sweden,SWE,Hjalmar Ekdal,14,DF,,483319
Sweden,SWE,Carl Starfelt,15,DF,,441132
Sweden,SWE,Jesper Karlstrom,16,MF,,441135
Sweden,SWE,Viktor Gyokeres,17,FW,,483327
Sweden,SWE,Yasin Ayari,18,MF,,489688
Sweden,SWE,Mattias Svanberg,19,MF,,433795
Sweden,SWE,Eric Smith,20,DF,,493061
Sweden,SWE,Alexander Bernhardsson,21,DF,,502945
Sweden,SWE,Besfort Zeneli,22,MF,,503047
Sweden,SWE,Kristoffer Nordfeldt,23,GK,,360496
Sweden,SWE,Elliot Stroud,24,DF,,519958
Sweden,SWE,Gustaf Nilsson,25,FW,,489691
Sweden,SWE,Taha Ali,26,FW,,514202
Tunisia,TUN,Mouhib Chamakh,1,GK,,520245
Tunisia,TUN,Ali Abdi,2,DF,,433362
Tunisia,TUN,Montassar Talbi,3,DF,,433380
Tunisia,TUN,Omar Rekik,4,DF,,433367
Tunisia,TUN,Adam Arous,5,DF,,516043
Tunisia,TUN,Dylan Bronn,6,DF,,411653
Tunisia,TUN,Elias Achouri,7,FW,,448662
Tunisia,TUN,Elias Saad,8,FW,,482885
Tunisia,TUN,Hazem Mastouri,9,FW,,494374
Tunisia,TUN,Hannibal Mejbri,10,MF,,433378
Tunisia,TUN,Ismael Gharbi,11,MF,,464484
Tunisia,TUN,Mortadha Ben Ouanes,12,DF,,441362
Tunisia,TUN,Rani Khedira,13,MF,,336459
Tunisia,TUN,Khalil Ayari,14,MF,,512039
Tunisia,TUN,Mohamed Hadj Mahmoud,15,MF,,479781
Tunisia,TUN,Aymen Dahmen,16,GK,,433365
Tunisia,TUN,Ellyes Skhiri,17,MF,,411658
Tunisia,TUN,Rayan Elloumi,18,FW,,520247
Tunisia,TUN,Firas Chaouat,19,FW,,494375
Tunisia,TUN,Yan Valery,20,DF,,419189
Tunisia,TUN,Mohamed Amine Ben Hmida,21,DF,,425607
Tunisia,TUN,Sabri Ben Hessen,22,GK,,372294
Tunisia,TUN,Moutaz Neffati,23,DF,,506335
Tunisia,TUN,Raed Chikhaoui,24,DF,,520246
Tunisia,TUN,Anis Slimane,25,MF,,433361
Tunisia,TUN,Sebastian Tounekti,26,MF,,504502
Turkey,TUR,Mert Gunok,1,GK,,360498
Turkey,TUR,Zeki Celik,2,DF,,433072
Turkey,TUR,Merih Demiral,3,DF,,441179
Turkey,TUR,Caglar Soyuncu,4,DF,,401167
Turkey,TUR,Salih Ozcan,5,MF,,389907
Turkey,TUR,Orkun Kokcu,6,MF,,433118
Turkey,TUR,Kerem Akturkoglu,7,FW,,441188
Turkey,TUR,Arda Guler,8,FW,,484087
Turkey,TUR,Deniz Gul,9,FW,,495347
Turkey,TUR,Hakan Calhanoglu,10,MF,,369304
Turkey,TUR,Kenan Yildiz,11,FW,,484112
Turkey,TUR,Altay Bayindir,12,GK,,441180
Turkey,TUR,Eren Elmali,13,DF,,484065
Turkey,TUR,Abdulkerim Bardakci,14,DF,,484082
Turkey,TUR,Ozan Kabak,15,DF,,406249
Turkey,TUR,Ismail Yuksek,16,MF,,484092
Turkey,TUR,Irfan Can Kahveci,17,FW,,472877
Turkey,TUR,Mert Muldur,18,DF,,430120
Turkey,TUR,Yunus Akgun,19,FW,,406231
Turkey,TUR,Ferdi Kadioglu,20,DF,,484113
Turkey,TUR,Baris Alper Yilmaz,21,FW,,484139
Turkey,TUR,Kaan Ayhan,22,MF,,336170
Turkey,TUR,Ugurcan Cakir,23,GK,,441181
Turkey,TUR,Oguz Aydin,24,FW,,486076
Turkey,TUR,Samet Akaydin,25,DF,,484072
Turkey,TUR,Can Uzun,26,FW,,486074
Uruguay,URU,Sergio Rochet,1,GK,,368664
Uruguay,URU,Jose Maria Gimenez,2,DF,,368655
Uruguay,URU,Sebastian Caceres,3,DF,,419108
Uruguay,URU,Ronald Araujo,4,DF,,419101
Uruguay,URU,Manuel Ugarte,5,MF,,441623
Uruguay,URU,Rodrigo Bentancur,6,MF,,386538
Uruguay,URU,Nicolas De La Cruz,7,MF,,402898
Uruguay,URU,Federico Valverde,8,MF,,402884
Uruguay,URU,Darwin Nunez,9,FW,,419126
Uruguay,URU,Giorgian De Arrascaeta,10,MF,,368652
Uruguay,URU,Facundo Pellistri,11,FW,,439956
Uruguay,URU,Santiago Mele,12,GK,,402897
Uruguay,URU,Guillermo Varela,13,DF,,368660
Uruguay,URU,Agustin Canobbio,14,MF,,402876
Uruguay,URU,Emiliano Martinez,15,MF,,473062
Uruguay,URU,Mathias Olivera,16,DF,,402893
Uruguay,URU,Matias Vina,17,DF,,402895
Uruguay,URU,Brian Rodriguez,18,FW,,419132
Uruguay,URU,Rodrigo Aguirre,19,FW,,332897
Uruguay,URU,Maxi Araujo,20,MF,,419100
Uruguay,URU,Federico Vinas,21,FW,,477536
Uruguay,URU,Joaquin Piquerez,22,MF,,439538
Uruguay,URU,Fernando Muslera,23,GK,,229498
Uruguay,URU,Santiago Bueno,24,DF,,402904
Uruguay,URU,Juan Manuel Sanabria,25,MF,,419134
Uruguay,URU,Rodrigo Zalazar,26,MF,,419142
USA,USA,Matt Turner,1,GK,,448217
USA,USA,Sergino Dest,2,DF,,406280
USA,USA,Chris Richards,3,DF,,419062
USA,USA,Tyler Adams,4,MF,,390238
USA,USA,Antonee Robinson,5,DF,,441251
USA,USA,Auston Trusty,6,DF,,390272
USA,USA,Giovanni Reyna,7,MF,,419068
USA,USA,Weston Mckennie,8,MF,,390259
USA,USA,Ricardo Pepi,9,FW,,419082
USA,USA,Christian Pulisic,10,FW,,390267
USA,USA,Brenden Aaronson,11,FW,,419055
USA,USA,Miles Robinson,12,DF,,436599
USA,USA,Tim Ream,13,DF,,339510
USA,USA,Sebastian Berhalter,14,MF,,499912
USA,USA,Cristian Roldan,15,MF,,385994
USA,USA,Alex Freeman,16,DF,,464542
USA,USA,Malik Tillman,17,MF,,448214
USA,USA,Max Arfsten,18,DF,,486390
USA,USA,Haji Wright,19,FW,,390276
USA,USA,Folarin Balogun,20,FW,,466624
USA,USA,Timothy Weah,21,FW,,406304
USA,USA,Mark Mckenzie,22,DF,,419077
USA,USA,Joe Scally,23,DF,,423700
USA,USA,Matt Freese,24,GK,,499913
USA,USA,Chris Brady,25,GK,,464546
USA,USA,Alex Zendejas,26,FW,,390278
Uzbekistan,UZB,Utkir Yusupov,1,GK,,479077
Uzbekistan,UZB,Abdukodir Khusanov,2,DF,,464924
Uzbekistan,UZB,Khojiakbar Alijonov,3,DF,,479079
Uzbekistan,UZB,Farrukh Sayfiev,4,DF,,385139
Uzbekistan,UZB,Rustam Ashurmatov,5,DF,,371415
Uzbekistan,UZB,Akmal Mozgovoy,6,MF,,479106
Uzbekistan,UZB,Otabek Shukurov,7,MF,,371348
Uzbekistan,UZB,Jamshid Iskanderov,8,MF,,368545
Uzbekistan,UZB,Odiljon Xamrobekov,9,MF,,371345
Uzbekistan,UZB,Jaloliddin Masharipov,10,MF,,368560
Uzbekistan,UZB,Oston Urunov,11,MF,,479080
Uzbekistan,UZB,Abduvohid Nematov,12,GK,,479110
Uzbekistan,UZB,Sherzod Nasrullaev,13,DF,,479075
Uzbekistan,UZB,Eldor Shomurodov,14,FW,,385475
Uzbekistan,UZB,Umar Eshmurodov,15,DF,,479084
Uzbekistan,UZB,Botirali Ergashev,16,GK,,385472
Uzbekistan,UZB,Dostonbek Khamdamov,17,MF,,371393
Uzbekistan,UZB,Abdulla Abdullaev,18,DF,,479042
Uzbekistan,UZB,Azizjon Ganiev,19,MF,,479086
Uzbekistan,UZB,Azizbek Amonov,20,FW,,481220
Uzbekistan,UZB,Igor Sergeev,21,FW,,368546
Uzbekistan,UZB,Abbosbek Fayzullaev,22,MF,,464933
Uzbekistan,UZB,Sherzod Esanov,23,MF,,464897
Uzbekistan,UZB,Behruzjon Karimov,24,DF,,475260
Uzbekistan,UZB,Avazbek Ulmasaliyev,25,DF,,518264
Uzbekistan,UZB,Jakhongir Urozov,26,DF,,464906
